"Date(UTC)","UnixTimeStamp","Value"
"9/25/2022","1664064000","274.34"
"9/26/2022","1664150400","276.24"
"9/27/2022","1664236800","272.23"
"9/28/2022","1664323200","281.63"
"9/29/2022","1664409600","284.12"
"9/30/2022","1664496000","284.84"
"10/1/2022","1664582400","282.89"
"10/2/2022","1664668800","284.79"
"10/3/2022","1664755200","287.07"
"10/4/2022","1664841600","296.37"
"10/5/2022","1664928000","294.20"
"10/6/2022","1665014400","287.12"
"10/7/2022","1665100800","282.28"
"10/8/2022","1665187200","276.35"
"10/9/2022","1665273600","278.31"
"10/10/2022","1665360000","271.70"
"10/11/2022","1665446400","271.34"
"10/12/2022","1665532800","270.95"
"10/13/2022","1665619200","271.86"
"10/14/2022","1665705600","269.53"
"10/15/2022","1665792000","268.10"
"10/16/2022","1665878400","272.53"
"10/17/2022","1665964800","275.75"
"10/18/2022","1666051200","273.18"
"10/19/2022","1666137600","271.92"
"10/20/2022","1666224000","268.93"
"10/21/2022","1666310400","270.04"
"10/22/2022","1666396800","270.44"
"10/23/2022","1666483200","276.00"
"10/24/2022","1666569600","274.23"
"10/25/2022","1666656000","284.26"
"10/26/2022","1666742400","290.65"
"10/27/2022","1666828800","286.52"
"10/28/2022","1666915200","298.09"
"10/29/2022","1667001600","304.64"
"10/30/2022","1667088000","313.73"
"10/31/2022","1667174400","325.59"
"11/1/2022","1667260800","323.89"
"11/2/2022","1667347200","320.23"
"11/3/2022","1667433600","329.55"
"11/4/2022","1667520000","354.64"
"11/5/2022","1667606400","349.47"
"11/6/2022","1667692800","338.13"
"11/7/2022","1667779200","337.08"
"11/8/2022","1667865600","328.25"
"11/9/2022","1667952000","260.82"
"11/10/2022","1668038400","303.18"
"11/11/2022","1668124800","289.47"
"11/12/2022","1668211200","282.30"
"11/13/2022","1668297600","276.09"
"11/14/2022","1668384000","278.18"
"11/15/2022","1668470400","276.65"
"11/16/2022","1668556800","271.70"
"11/17/2022","1668643200","267.72"
"11/18/2022","1668729600","273.69"
"11/19/2022","1668816000","272.28"
"11/20/2022","1668902400","263.88"
"11/21/2022","1668988800","253.56"
"11/22/2022","1669075200","265.98"
"11/23/2022","1669161600","298.50"
"11/24/2022","1669248000","299.75"
"11/25/2022","1669334400","300.29"
"11/26/2022","1669420800","311.10"
"11/27/2022","1669507200","307.23"
"11/28/2022","1669593600","293.35"
"11/29/2022","1669680000","295.28"
"11/30/2022","1669766400","300.34"
"12/1/2022","1669852800","292.37"
"12/2/2022","1669939200","293.51"
"12/3/2022","1670025600","290.48"
"12/4/2022","1670112000","291.93"
"12/5/2022","1670198400","288.61"
"12/6/2022","1670284800","290.13"
"12/7/2022","1670371200","284.22"
"12/8/2022","1670457600","290.43"
"12/9/2022","1670544000","286.02"
"12/10/2022","1670630400","288.28"
"12/11/2022","1670716800","284.46"
"12/12/2022","1670803200","276.03"
"12/13/2022","1670889600","271.96"
"12/14/2022","1670976000","267.73"
"12/15/2022","1671062400","258.48"
"12/16/2022","1671148800","231.39"
"12/17/2022","1671235200","242.14"
"12/18/2022","1671321600","250.73"
"12/19/2022","1671408000","240.61"
"12/20/2022","1671494400","251.27"
"12/21/2022","1671580800","245.87"
"12/22/2022","1671667200","245.74"
"12/23/2022","1671753600","246.12"
"12/24/2022","1671840000","244.10"
"12/25/2022","1671926400","242.93"
"12/26/2022","1672012800","244.29"
"12/27/2022","1672099200","246.45"
"12/28/2022","1672185600","243.81"
"12/29/2022","1672272000","246.23"
"12/30/2022","1672358400","245.67"
"12/31/2022","1672444800","246.01"
"1/1/2023","1672531200","244.18"
"1/2/2023","1672617600","245.16"
"1/3/2023","1672704000","245.88"
"1/4/2023","1672790400","258.79"
"1/5/2023","1672876800","256.29"
"1/6/2023","1672963200","259.82"
"1/7/2023","1673049600","261.19"
"1/8/2023","1673136000","274.85"
"1/9/2023","1673222400","272.49"
"1/10/2023","1673308800","277.10"
"1/11/2023","1673395200","284.59"
"1/12/2023","1673481600","287.79"
"1/13/2023","1673568000","293.57"
"1/14/2023","1673654400","304.88"
"1/15/2023","1673740800","302.03"
"1/16/2023","1673827200","298.87"
"1/17/2023","1673913600","299.29"
"1/18/2023","1674000000","286.83"
"1/19/2023","1674086400","294.65"
"1/20/2023","1674172800","305.02"
"1/21/2023","1674259200","299.04"
"1/22/2023","1674345600","302.76"
"1/23/2023","1674432000","305.24"
"1/24/2023","1674518400","300.46"
"1/25/2023","1674604800","307.00"
"1/26/2023","1674691200","304.86"
"1/27/2023","1674777600","308.14"
"1/28/2023","1674864000","306.19"
"1/29/2023","1674950400","317.16"
"1/30/2023","1675036800","307.04"
"1/31/2023","1675123200","312.11"
"2/1/2023","1675209600","317.16"
"2/2/2023","1675296000","323.61"
"2/3/2023","1675382400","332.24"
"2/4/2023","1675468800","330.54"
"2/5/2023","1675555200","327.76"
"2/6/2023","1675641600","324.45"
"2/7/2023","1675728000","332.98"
"2/8/2023","1675814400","328.15"
"2/9/2023","1675900800","306.17"
"2/10/2023","1675987200","305.76"
"2/11/2023","1676073600","310.40"
"2/12/2023","1676160000","312.92"
"2/13/2023","1676246400","294.28"
"2/14/2023","1676332800","296.23"
"2/15/2023","1676419200","317.37"
"2/16/2023","1676505600","304.70"
"2/17/2023","1676592000","313.33"
"2/18/2023","1676678400","316.48"
"2/19/2023","1676764800","311.88"
"2/20/2023","1676851200","315.25"
"2/21/2023","1676937600","311.62"
"2/22/2023","1677024000","312.34"
"2/23/2023","1677110400","308.38"
"2/24/2023","1677196800","302.24"
"2/25/2023","1677283200","302.53"
"2/26/2023","1677369600","308.76"
"2/27/2023","1677456000","304.74"
"2/28/2023","1677542400","301.31"
"3/1/2023","1677628800","302.68"
"3/2/2023","1677715200","299.87"
"3/3/2023","1677801600","290.48"
"3/4/2023","1677888000","289.72"
"3/5/2023","1677974400","288.70"
"3/6/2023","1678060800","287.97"
"3/7/2023","1678147200","289.37"
"3/8/2023","1678233600","286.60"
"3/9/2023","1678320000","277.47"
"3/10/2023","1678406400","277.85"
"3/11/2023","1678492800","277.74"
"3/12/2023","1678579200","290.26"
"3/13/2023","1678665600","308.84"
"3/14/2023","1678752000","309.15"
"3/15/2023","1678838400","307.38"
"3/16/2023","1678924800","329.69"
"3/17/2023","1679011200","339.13"
"3/18/2023","1679097600","331.93"
"3/19/2023","1679184000","337.35"
"3/20/2023","1679270400","333.09"
"3/21/2023","1679356800","335.59"
"3/22/2023","1679443200","321.88"
"3/23/2023","1679529600","329.94"
"3/24/2023","1679616000","322.48"
"3/25/2023","1679702400","322.77"
"3/26/2023","1679788800","328.96"
"3/27/2023","1679875200","310.81"
"3/28/2023","1679961600","313.39"
"3/29/2023","1680048000","313.90"
"3/30/2023","1680134400","316.54"
"3/31/2023","1680220800","316.95"
"4/1/2023","1680307200","314.83"
"4/2/2023","1680393600","314.00"
"4/3/2023","1680480000","308.69"
"4/4/2023","1680566400","310.80"
"4/5/2023","1680652800","313.94"
"4/6/2023","1680739200","312.42"
"4/7/2023","1680825600","310.52"
"4/8/2023","1680912000","310.62"
"4/9/2023","1680998400","312.89"
"4/10/2023","1681084800","318.49"
"4/11/2023","1681171200","322.51"
"4/12/2023","1681257600","319.99"
"4/13/2023","1681344000","324.83"
"4/14/2023","1681430400","329.32"
"4/15/2023","1681516800","333.23"
"4/16/2023","1681603200","347.80"
"4/17/2023","1681689600","340.11"
"4/18/2023","1681776000","343.18"
"4/19/2023","1681862400","322.59"
"4/20/2023","1681948800","318.04"
"4/21/2023","1682035200","321.41"
"4/22/2023","1682121600","332.16"
"4/23/2023","1682208000","330.61"
"4/24/2023","1682294400","331.34"
"4/25/2023","1682380800","338.29"
"4/26/2023","1682467200","330.68"
"4/27/2023","1682553600","330.82"
"4/28/2023","1682640000","324.21"
"4/29/2023","1682726400","322.05"
"4/30/2023","1682812800","337.66"
"5/1/2023","1682899200","328.61"
"5/2/2023","1682985600","321.96"
"5/3/2023","1683072000","326.13"
"5/4/2023","1683158400","324.17"
"5/5/2023","1683244800","327.13"
"5/6/2023","1683331200","323.01"
"5/7/2023","1683417600","322.61"
"5/8/2023","1683504000","315.04"
"5/9/2023","1683590400","312.78"
"5/10/2023","1683676800","314.68"
"5/11/2023","1683763200","307.71"
"5/12/2023","1683849600","308.83"
"5/13/2023","1683936000","311.03"
"5/14/2023","1684022400","312.41"
"5/15/2023","1684108800","313.33"
"5/16/2023","1684195200","311.46"
"5/17/2023","1684281600","314.33"
"5/18/2023","1684368000","309.26"
"5/19/2023","1684454400","308.94"
"5/20/2023","1684540800","310.68"
"5/21/2023","1684627200","306.62"
"5/22/2023","1684713600","309.38"
"5/23/2023","1684800000","313.36"
"5/24/2023","1684886400","305.91"
"5/25/2023","1684972800","304.79"
"5/26/2023","1685059200","307.03"
"5/27/2023","1685145600","307.69"
"5/28/2023","1685232000","314.18"
"5/29/2023","1685318400","311.87"
"5/30/2023","1685404800","311.65"
"5/31/2023","1685491200","306.78"
"6/1/2023","1685577600","305.02"
"6/2/2023","1685664000","307.39"
"6/3/2023","1685750400","306.80"
"6/4/2023","1685836800","305.18"
"6/5/2023","1685923200","277.23"
"6/6/2023","1686009600","281.36"
"6/7/2023","1686096000","259.33"
"6/8/2023","1686182400","262.08"
"6/9/2023","1686268800","260.60"
"6/10/2023","1686355200","238.94"
"6/11/2023","1686441600","235.40"
"6/12/2023","1686528000","231.24"
"6/13/2023","1686614400","244.06"
"6/14/2023","1686700800","237.88"
"6/15/2023","1686787200","236.21"
"6/16/2023","1686873600","239.21"
"6/17/2023","1686960000","244.53"
"6/18/2023","1687046400","244.02"
"6/19/2023","1687132800","242.93"
"6/20/2023","1687219200","247.84"
"6/21/2023","1687305600","248.89"
"6/22/2023","1687392000","240.88"
"6/23/2023","1687478400","244.53"
"6/24/2023","1687564800","236.53"
"6/25/2023","1687651200","238.91"
"6/26/2023","1687737600","236.14"
"6/27/2023","1687824000","237.48"
"6/28/2023","1687910400","230.57"
"6/29/2023","1687996800","233.07"
"6/30/2023","1688083200","240.36"
"7/1/2023","1688169600","247.88"
"7/2/2023","1688256000","246.45"
"7/3/2023","1688342400","246.47"
"7/4/2023","1688428800","242.54"
"7/5/2023","1688515200","238.87"
"7/6/2023","1688601600","232.40"
"7/7/2023","1688688000","235.64"
"7/8/2023","1688774400","236.29"
"7/9/2023","1688860800","234.15"
"7/10/2023","1688947200","246.16"
"7/11/2023","1689033600","248.63"
"7/12/2023","1689120000","243.85"
"7/13/2023","1689206400","256.31"
"7/14/2023","1689292800","248.22"
"7/15/2023","1689379200","251.12"
"7/16/2023","1689465600","242.47"
"7/17/2023","1689552000","244.29"
"7/18/2023","1689638400","240.34"
"7/19/2023","1689724800","240.99"
"7/20/2023","1689811200","242.77"
"7/21/2023","1689897600","243.77"
"7/22/2023","1689984000","241.06"
"7/23/2023","1690070400","242.46"
"7/24/2023","1690156800","238.98"
"7/25/2023","1690243200","237.68"
"7/26/2023","1690329600","238.99"
"7/27/2023","1690416000","240.63"
"7/28/2023","1690502400","241.92"
"7/29/2023","1690588800","242.38"
"7/30/2023","1690675200","242.58"
"7/31/2023","1690761600","240.96"
"8/1/2023","1690848000","247.84"
"8/2/2023","1690934400","240.59"
"8/3/2023","1691020800","240.95"
"8/4/2023","1691107200","241.50"
"8/5/2023","1691193600","243.17"
"8/6/2023","1691280000","243.21"
"8/7/2023","1691366400","241.80"
"8/8/2023","1691452800","245.07"
"8/9/2023","1691539200","243.74"
"8/10/2023","1691625600","241.51"
"8/11/2023","1691712000","239.58"
"8/12/2023","1691798400","240.32"
"8/13/2023","1691884800","239.99"
"8/14/2023","1691971200","240.27"
"8/15/2023","1692057600","236.62"
"8/16/2023","1692144000","231.77"
"8/17/2023","1692230400","218.09"
"8/18/2023","1692316800","215.98"
"8/19/2023","1692403200","216.88"
"8/20/2023","1692489600","216.49"
"8/21/2023","1692576000","210.37"
"8/22/2023","1692662400","210.80"
"8/23/2023","1692748800","216.64"
"8/24/2023","1692835200","218.88"
"8/25/2023","1692921600","218.36"
"8/26/2023","1693008000","216.41"
"8/27/2023","1693094400","218.31"
"8/28/2023","1693180800","218.69"
"8/29/2023","1693267200","226.92"
"8/30/2023","1693353600","223.82"
"8/31/2023","1693440000","216.54"
"9/1/2023","1693526400","213.59"
"9/2/2023","1693612800","214.42"
"9/3/2023","1693699200","214.32"
"9/4/2023","1693785600","215.18"
"9/5/2023","1693872000","214.48"
"9/6/2023","1693958400","215.13"
"9/7/2023","1694044800","217.22"
"9/8/2023","1694131200","214.59"
"9/9/2023","1694217600","214.21"
"9/10/2023","1694304000","212.25"
"9/11/2023","1694390400","206.10"
"9/12/2023","1694476800","210.73"
"9/13/2023","1694563200","212.60"
"9/14/2023","1694649600","212.29"
"9/15/2023","1694736000","214.02"
"9/16/2023","1694822400","214.84"
"9/17/2023","1694908800","216.47"
"9/18/2023","1694995200","216.06"
"9/19/2023","1695081600","217.23"
"9/20/2023","1695168000","214.42"
"9/21/2023","1695254400","210.80"
"9/22/2023","1695340800","211.07"
"9/23/2023","1695427200","210.51"
"9/24/2023","1695513600","208.45"
"9/25/2023","1695600000","209.94"
"9/26/2023","1695686400","212.43"
"9/27/2023","1695772800","212.22"
"9/28/2023","1695859200","214.85"
"9/29/2023","1695945600","214.90"
"9/30/2023","1696032000","214.50"
"10/1/2023","1696118400","218.27"
"10/2/2023","1696204800","214.65"
"10/3/2023","1696291200","213.55"
"10/4/2023","1696377600","213.47"
"10/5/2023","1696464000","210.63"
"10/6/2023","1696550400","213.30"
"10/7/2023","1696636800","212.26"
"10/8/2023","1696723200","211.29"
"10/9/2023","1696809600","205.62"
"10/10/2023","1696896000","208.59"
"10/11/2023","1696982400","206.59"
"10/12/2023","1697068800","205.06"
"10/13/2023","1697155200","206.17"
"10/14/2023","1697241600","206.54"
"10/15/2023","1697328000","209.92"
"10/16/2023","1697414400","214.77"
"10/17/2023","1697500800","211.51"
"10/18/2023","1697587200","210.29"
"10/19/2023","1697673600","211.31"
"10/20/2023","1697760000","212.18"
"10/21/2023","1697846400","214.05"
"10/22/2023","1697932800","217.72"
"10/23/2023","1698019200","228.71"
"10/24/2023","1698105600","225.18"
"10/25/2023","1698192000","222.15"
"10/26/2023","1698278400","222.97"
"10/27/2023","1698364800","224.33"
"10/28/2023","1698451200","225.62"
"10/29/2023","1698537600","227.07"
"10/30/2023","1698624000","228.18"
"10/31/2023","1698710400","226.35"
"11/1/2023","1698796800","227.92"
"11/2/2023","1698883200","231.45"
"11/3/2023","1698969600","230.38"
"11/4/2023","1699056000","237.29"
"11/5/2023","1699142400","244.08"
"11/6/2023","1699228800","255.23"
"11/7/2023","1699315200","246.22"
"11/8/2023","1699401600","246.72"
"11/9/2023","1699488000","251.68"
"11/10/2023","1699574400","251.25"
"11/11/2023","1699660800","251.45"
"11/12/2023","1699747200","247.25"
"11/13/2023","1699833600","241.32"
